web-scraper-order;web-scraper-start-url;match;match-href;Bookmakers: 20;Bookmakers: 20;Home;Draw;Away;Home_team;Away_team
1572705866-43129;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Atalanta-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/atalanta-lazio/U3xQVDS2/;;;4.80;3.50;1.80;Atalanta;Lazio
1572704992-37419;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AS Roma-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/as-roma-chievo/fsKhx9is/;null;null;1.28;5.55;12.00;AS Roma;Chievo
1572705435-40434;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Cesena-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/cesena-lazio/pt6fjWj3/;null;null;7.00;4.00;1.50;Cesena;Lazio
1572704897-36811;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Verona-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/verona-genoa/zuxzeK2p/;null;null;2.31;3.10;3.40;Verona;Genoa
1572705124-38322;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Fiorentina-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/fiorentina-napoli/CMSGkvqe/;;;2.50;3.25;2.75;Fiorentina;Napoli
1572705305-39547;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Juventus-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/juventus-inter/nXzAfrmD/;null;null;1.42;4.50;8.00;Juventus;Inter
1572704849-36475;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Lazio-Cesena;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/lazio-cesena/ns4lmW46/;null;null;1.34;4.90;10.00;Lazio;Cesena
1572705402-40200;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Inter-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/inter-torino/6ZISyXyA/;null;null;1.78;3.45;5.00;Inter;Torino
1572705124-38325;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Fiorentina-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/fiorentina-napoli/CMSGkvqe/;;;2.60;3.20;2.70;Fiorentina;Napoli
1572705625-41621;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Atalanta-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/atalanta-udinese/SvpyIi3R/;;;2.20;3.10;3.40;Atalanta;Udinese
1572705375-40028;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Chievo-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/chievo-fiorentina/Y7JG9EhH/;null;null;4.00;3.50;1.94;Chievo;Fiorentina
1572705200-38851;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Fiorentina-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/fiorentina-juventus/v5vcz2vp/;null;null;3.70;3.20;2.10;Fiorentina;Juventus
1572705863-43118;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Fiorentina-Cesena;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/fiorentina-cesena/0lE2ECcS/;;;1.35;4.80;7.60;Fiorentina;Cesena
1572704840-36404;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Sampdoria-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/sampdoria-torino/dCouAgCJ/;null;null;2.50;3.10;2.95;Sampdoria;Torino
1572705751-42405;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Juventus-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/juventus-lazio/IBFrVzwo/;;;2.00;3.30;3.90;Juventus;Lazio
1572705528-41013;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AC Milan-Cesena;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/ac-milan-cesena/G634fxl6/;;;1.47;4.30;7.65;AC Milan;Cesena
1572705372-39991;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Genoa-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/genoa-sassuolo/UZCP7hNT/;null;null;2.15;3.35;3.50;Genoa;Sassuolo
1572705244-39166;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Genoa-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/genoa-as-roma/rccqnawd/;null;null;3.56;3.26;2.05;Genoa;AS Roma
1572704870-36612;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Udinese-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/udinese-napoli/hh4r54Qi/;null;null;3.30;3.25;2.20;Udinese;Napoli
1572705146-38460;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Verona-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/verona-fiorentina/GEo31yr7/;null;null;3.70;3.35;2.05;Verona;Fiorentina
1572704885-36726;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Chievo-Parma;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/chievo-parma/CpmC2B4g/;null;null;3.00;3.24;2.65;Chievo;Parma
1572705185-38752;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Cesena-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/cesena-genoa/fLYUFzc0/;null;null;3.56;3.11;2.12;Cesena;Genoa
1572704807-36188;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AS Roma-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/as-roma-fiorentina/t26UMZj1/;null;null;1.73;3.80;5.56;AS Roma;Fiorentina
1572705478-40709;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Sassuolo-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/sassuolo-fiorentina/KvlQtJJ6/;;;3.20;3.20;2.30;Sassuolo;Fiorentina
1572705043-37771;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Cesena-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/cesena-inter/IqXrmQ5a/;null;null;6.50;3.70;1.60;Cesena;Inter
1572705774-42545;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AS Roma-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/as-roma-atalanta/Sty4xJpB/;;;1.40;4.55;9.20;AS Roma;Atalanta
1572705338-39785;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Inter-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/inter-genoa/Y7cofZhU/;null;null;1.62;3.80;5.50;Inter;Genoa
1572705278-39384;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Sampdoria-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/sampdoria-udinese/0MqJ4SAK/;;;1.78;3.55;5.00;Sampdoria;Udinese
1572705208-38915;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Parma-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/parma-lazio/d0Pee3G9/;null;null;3.80;3.05;2.16;Parma;Lazio
1572705149-38481;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Udinese-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/udinese-chievo/neVMHdSm/;null;null;1.91;3.30;4.35;Udinese;Chievo
1572705659-41841;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Lazio-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/lazio-verona/bTNJ9TA7/;;;1.32;5.20;10.00;Lazio;Verona
1572705790-42654;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Torino-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/torino-juventus/4r6IsEMj/;;;4.20;3.30;2.00;Torino;Juventus
1572704962-37235;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Udinese-Cesena;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/udinese-cesena/IHzfvdNR/;;;1.45;3.90;7.75;Udinese;Cesena
1572705683-41971;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Juventus-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/juventus-empoli/xzBoOSP0/;;;1.37;4.55;9.25;Juventus;Empoli
1572704929-37004;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AS Roma-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/as-roma-verona/fox8UKg3/;null;null;1.31;5.45;9.69;AS Roma;Verona
1572705416-40318;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AS Roma-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/as-roma-empoli/dOBuZULS/;null;null;1.44;4.00;8.00;AS Roma;Empoli
1572705354-39885;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Palermo-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/palermo-as-roma/6FjsQZxb/;null;null;3.50;3.30;2.10;Palermo;AS Roma
1572705173-38666;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Chievo-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/chievo-lazio/YBXYEfC6/;null;null;4.00;3.20;2.05;Chievo;Lazio
1572705631-41659;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Fiorentina-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/fiorentina-ac-milan/v5YKLZ32/;;;1.92;3.70;4.60;Fiorentina;AC Milan
1572705282-39400;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Inter-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/inter-lazio/lOFUcdx8/;;;2.30;3.20;3.30;Inter;Lazio
1572705076-38000;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Verona-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/verona-lazio/886XuUFT/;null;null;3.67;3.54;2.15;Verona;Lazio
1572704849-36458;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Lazio-Cesena;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/lazio-cesena/ns4lmW46/;null;null;1.34;4.80;9.75;Lazio;Cesena
1572704929-37012;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AS Roma-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/as-roma-verona/fox8UKg3/;null;null;1.35;5.00;8.95;AS Roma;Verona
1572705097-38142;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Chievo-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/chievo-sassuolo/4zx2e9FG/;null;null;2.50;3.20;2.97;Chievo;Sassuolo
1572705146-38463;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Verona-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/verona-fiorentina/GEo31yr7/;null;null;3.80;3.45;2.18;Verona;Fiorentina
1572704950-37161;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Udinese-Parma;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/udinese-parma/pzVKRIwM/;null;null;2.39;3.15;3.20;Udinese;Parma
1572705208-38914;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Parma-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/parma-lazio/d0Pee3G9/;null;null;3.81;3.35;2.18;Parma;Lazio
1572704810-36194;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Udinese-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/udinese-empoli/nacKqcbE/;null;null;1.76;3.46;5.19;Udinese;Empoli
1572705986-43896;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Torino-Cesena;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/torino-cesena/AqH6W5zB/;;;1.39;5.43;8.52;Torino;Cesena
1572705995-43949;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Napoli-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/napoli-lazio/OtfTm75o/;;;1.91;3.60;4.00;Napoli;Lazio
1572704944-37116;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Chievo-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/chievo-empoli/8hdD8wXq/;null;null;2.50;3.10;2.90;Chievo;Empoli
1572704929-37005;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AS Roma-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/as-roma-verona/fox8UKg3/;null;null;1.32;5.60;9.30;AS Roma;Verona
1572705827-42891;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Lazio-Parma;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/lazio-parma/zsHjHED9/;;;1.25;6.00;12.00;Lazio;Parma
1572705305-39555;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Juventus-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/juventus-inter/nXzAfrmD/;null;null;1.45;4.40;7.50;Juventus;Inter
1572705185-38751;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Cesena-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/cesena-genoa/fLYUFzc0/;null;null;3.40;3.10;2.25;Cesena;Genoa
1572705323-39687;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Torino-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/torino-ac-milan/0fL8BzO4/;null;null;2.65;3.10;2.85;Torino;AC Milan
1572704828-36328;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Atalanta-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/atalanta-verona/f5YtWwUE/;null;null;2.07;3.47;3.99;Atalanta;Verona
1572705613-41557;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Sassuolo-Parma;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/sassuolo-parma/KEtTJDYE/;;;1.67;3.75;5.50;Sassuolo;Parma
1572705804-42738;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Genoa-Cesena;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/genoa-cesena/f9GrlGqN/;;;1.53;3.90;6.25;Genoa;Cesena
1572705577-41329;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Udinese-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/udinese-torino/K01f5EJL/;;;2.60;3.10;2.90;Udinese;Torino
1572704888-36731;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Atalanta-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/atalanta-fiorentina/vXl44XZt/;null;null;3.45;3.25;2.20;Atalanta;Fiorentina
1572704959-37208;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AC Milan-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/ac-milan-chievo/EPwwrvO2/;;;1.44;4.39;7.83;AC Milan;Chievo
1572705019-37590;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Sampdoria-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/sampdoria-as-roma/KQbFoYoh/;null;null;3.41;3.28;2.12;Sampdoria;AS Roma
1572705938-43598;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Napoli-Cesena;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/napoli-cesena/6NdqNtt0/;;;1.16;8.50;17.50;Napoli;Cesena
1572705233-39069;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Lazio-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/lazio-atalanta/zipV92V2/;null;null;1.58;3.60;6.25;Lazio;Atalanta
1572704956-37196;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Verona-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/verona-cagliari/f9KfLGGk/;;;2.20;3.40;3.60;Verona;Cagliari
1572705257-39233;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Chievo-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/chievo-inter/nV3zlL8q/;null;null;4.45;3.50;2.01;Chievo;Inter
1572705551-41161;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Palermo-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/palermo-empoli/KE4Z7eI5/;;;2.25;3.25;3.35;Palermo;Empoli
1572705690-42014;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Genoa-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/genoa-udinese/xzXGw8Pm/;;;1.96;3.40;4.07;Genoa;Udinese
1572705432-40408;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Chievo-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/chievo-napoli/S4eakj69/;null;null;5.15;3.65;1.73;Chievo;Napoli
1572705010-37538;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Cagliari-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/cagliari-sampdoria/2kCQYZpk/;null;null;2.55;3.42;2.99;Cagliari;Sampdoria
1572705031-37689;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Napoli-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/napoli-verona/C0e7mfHu/;null;null;1.35;4.70;8.50;Napoli;Verona
1572704852-36482;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Inter-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/inter-sassuolo/vH0tkhzf/;null;null;1.52;4.60;7.40;Inter;Sassuolo
1572705137-38406;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AS Roma-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/as-roma-torino/Gj3GAuLK/;;;1.56;3.85;6.50;AS Roma;Torino
1572705236-39098;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Udinese-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/udinese-verona/IZyn6KUR/;null;null;1.83;3.50;4.33;Udinese;Verona
1572704897-36796;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Verona-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/verona-genoa/zuxzeK2p/;null;null;2.28;3.36;3.30;Verona;Genoa
1572704929-37013;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AS Roma-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/as-roma-verona/fox8UKg3/;null;null;1.36;5.00;10.50;AS Roma;Verona
1572705251-39204;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AC Milan-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/ac-milan-napoli/lflZ8Mp9/;;;2.97;3.24;2.66;AC Milan;Napoli
1572705853-43050;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Verona-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/verona-udinese/fkh6Bqsl/;;;2.16;3.50;3.40;Verona;Udinese
1572705544-41127;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Torino-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/torino-napoli/vJy0OG2n/;;;3.00;3.10;2.53;Torino;Napoli
1572705121-38301;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Inter-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/inter-verona/UcNLlbb1/;;;1.47;4.50;6.55;Inter;Verona
1572705625-41620;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Atalanta-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/atalanta-udinese/SvpyIi3R/;;;2.20;3.20;3.50;Atalanta;Udinese
1572705528-41015;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AC Milan-Cesena;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/ac-milan-cesena/G634fxl6/;;;1.45;4.40;8.50;AC Milan;Cesena
1572705913-43433;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Sampdoria-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/sampdoria-lazio/vyFtSjqP/;;;2.85;3.20;2.40;Sampdoria;Lazio
1572705564-41237;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Atalanta-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/atalanta-sampdoria/YHU8MfXb/;;;2.52;3.12;2.84;Atalanta;Sampdoria
1572705764-42482;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Empoli-Parma;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/empoli-parma/StcZibpb/;;;1.52;4.05;7.25;Empoli;Parma
1572705396-40159;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Parma-Cesena;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/parma-cesena/A7mbMixN/;null;null;1.60;3.61;5.93;Parma;Cesena
1572704959-37212;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AC Milan-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/ac-milan-chievo/EPwwrvO2/;;;1.45;4.20;7.40;AC Milan;Chievo
1572704828-36315;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Atalanta-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/atalanta-verona/f5YtWwUE/;null;null;2.03;3.40;3.90;Atalanta;Verona
1572704998-37447;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Torino-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/torino-udinese/j9D1zmMg/;null;null;2.20;3.25;3.40;Torino;Udinese
1572705610-41542;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Verona-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/verona-napoli/xjiOKgJ8/;;;3.90;3.30;1.95;Verona;Napoli
1572705574-41300;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AC Milan-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/ac-milan-verona/8dlc04Gd/;;;1.74;3.66;4.95;AC Milan;Verona
1572705926-43505;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Sassuolo-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/sassuolo-ac-milan/ET58NAit/;;;2.70;3.45;2.63;Sassuolo;AC Milan
1572705082-38035;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Napoli-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/napoli-as-roma/WpMtlR7j/;null;null;2.20;3.40;3.60;Napoli;AS Roma
1572705251-39205;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AC Milan-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/ac-milan-napoli/lflZ8Mp9/;;;2.93;3.10;2.60;AC Milan;Napoli
1572705296-39489;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Udinese-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/udinese-as-roma/jP1Qbcva/;null;null;4.40;3.35;1.91;Udinese;AS Roma
1572705010-37533;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Cagliari-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/cagliari-sampdoria/2kCQYZpk/;null;null;2.50;3.10;2.85;Cagliari;Sampdoria
1572705331-39738;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Sampdoria-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/sampdoria-empoli/4SRaDdgh/;null;null;2.10;3.30;3.75;Sampdoria;Empoli
1572705903-43376;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Chievo-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/chievo-verona/OUqN71tD/;;;2.50;3.12;2.98;Chievo;Verona
1572705338-39782;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Inter-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/inter-genoa/Y7cofZhU/;null;null;1.67;3.75;5.00;Inter;Genoa
1572705111-38237;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Sampdoria-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/sampdoria-ac-milan/fs2K9azR/;null;null;2.70;3.25;2.60;Sampdoria;AC Milan
1572705272-39353;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Verona-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/verona-chievo/AXGQbxN1/;null;null;2.25;3.30;3.20;Verona;Chievo
1572705218-38976;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Genoa-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/genoa-ac-milan/YRw1ZLgj/;null;null;3.00;3.25;2.45;Genoa;AC Milan
1572705432-40418;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Chievo-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/chievo-napoli/S4eakj69/;null;null;5.50;3.60;1.67;Chievo;Napoli
1572705387-40099;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Cagliari-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/cagliari-sassuolo/SrKOxDM3/;null;null;2.25;3.20;3.20;Cagliari;Sassuolo
1572705137-38398;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;AS Roma-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/as-roma-torino/Gj3GAuLK/;;;1.59;3.71;6.60;AS Roma;Torino
1572705167-38615;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Genoa-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/genoa-palermo/Mina2HS0/;null;null;2.15;3.25;3.50;Genoa;Palermo
1572705807-42749;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Fiorentina-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/fiorentina-cagliari/EcaokdUG/;;;1.43;4.75;7.50;Fiorentina;Cagliari
1572704819-36255;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Palermo-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/palermo-sampdoria/OQBPNFye/;null;null;2.28;3.20;3.50;Palermo;Sampdoria
1572705564-41246;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Atalanta-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/atalanta-sampdoria/YHU8MfXb/;;;2.45;3.10;3.40;Atalanta;Sampdoria
1572705600-41474;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/results/;Juventus-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2014-2015/juventus-sassuolo/xxCk6f4F/;;;1.18;6.50;15.00;Juventus;Sassuolo
