start;url;match;href;Bookmakers: 22;Bookmakers: 22;Home;Draw;Away;Home_team;Away_team
1572701651-25590;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Atalanta-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/atalanta-pescara/AuwKjUSo/;;;1.28;6.32;11.45;Atalanta;Pescara
1572701056-21746;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Udinese-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/udinese-napoli/O6T7TFmB/;;;5.00;3.60;1.73;Udinese;Napoli
1572701851-26873;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Pescara-Crotone;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/pescara-crotone/nwrVdCmD/;;;4.15;4.00;1.89;Pescara;Crotone
1572701405-23980;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Bologna-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/bologna-napoli/Wh8jvX1T/;;;7.00;4.10;1.50;Bologna;Napoli
1572701177-22551;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-napoli/n719je8j/;;;6.50;4.50;1.44;Cagliari;Napoli
1572701236-22931;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-lazio/2kI9pNtg/;;;2.08;3.38;3.39;Inter;Lazio
1572700991-21308;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Bologna-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/bologna-fiorentina/jJzHqYxG/;;;4.10;3.25;2.05;Bologna;Fiorentina
1572701337-23563;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Pescara-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/pescara-sassuolo/dEMbP9j8/;;;3.00;3.30;2.40;Pescara;Sassuolo
1572701811-26615;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-napoli/SffxM4Kd/;;;3.10;3.80;2.15;Inter;Napoli
1572700968-21167;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Juventus-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/juventus-sampdoria/jLaRFs1L/;;;1.20;7.50;19.00;Juventus;Sampdoria
1572701601-25254;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Palermo-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/palermo-as-roma/hSCPgcqQ/;;;8.00;5.00;1.44;Palermo;AS Roma
1572701883-27074;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sampdoria-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sampdoria-chievo/t0PZQj2g/;;;1.80;3.80;4.50;Sampdoria;Chievo
1572701654-25600;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AS Roma-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/as-roma-sassuolo/Ead8oZj6/;;;1.24;5.90;11.50;AS Roma;Sassuolo
1572701365-23728;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Lazio-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/lazio-chievo/6mCrP0dP/;;;1.49;4.40;8.80;Lazio;Chievo
1572701337-23565;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Pescara-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/pescara-sassuolo/dEMbP9j8/;;;3.15;3.42;2.44;Pescara;Sassuolo
1572701246-23017;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Palermo-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/palermo-pescara/W6BwrUKf/;;;2.33;3.04;3.57;Palermo;Pescara
1572701181-22564;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Bologna-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/bologna-empoli/fN13CxV9/;;;2.20;3.20;3.50;Bologna;Empoli
1572701012-21451;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AC Milan-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/ac-milan-pescara/fis8of83/;;;1.40;4.50;8.00;AC Milan;Pescara
1572701121-22171;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-fiorentina/6RMSk30r/;;;2.10;3.35;3.60;Inter;Fiorentina
1572701782-26424;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Lazio-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/lazio-palermo/KloDLz9G/;;;1.15;7.32;15.08;Lazio;Palermo
1572701005-21397;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Crotone-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/crotone-chievo/S41oaDx3/;;;3.80;3.25;2.15;Crotone;Chievo
1572700799-20069;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Bologna-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/bologna-sampdoria/x0Y49QLb/;null;null;2.20;3.15;3.50;Bologna;Sampdoria
1572700972-21202;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-torino/M3jcALOr/;;;1.95;3.50;4.20;Inter;Torino
1572701221-22841;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Lazio-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/lazio-fiorentina/jZz5TU51/;;;1.75;3.50;4.20;Lazio;Fiorentina
1572701644-25525;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-lazio/6Zh0meMg/;;;6.20;4.34;1.61;Cagliari;Lazio
1572700995-21333;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sampdoria-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sampdoria-inter/zBEayApd/;;;3.60;3.60;2.10;Sampdoria;Inter
1572700879-20587;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Pescara-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/pescara-sampdoria/hUFSbkQT/;;;2.57;3.38;3.06;Pescara;Sampdoria
1572701281-23201;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Juventus-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/juventus-bologna/OKftbtBh/;;;1.21;6.50;17.00;Juventus;Bologna
1572701636-25494;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Empoli-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/empoli-napoli/OA3ely7m/;;;8.50;5.00;1.36;Empoli;Napoli
1572701073-21845;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Empoli-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/empoli-fiorentina/KYMGRgIN/;;;3.85;3.40;2.00;Empoli;Fiorentina
1572701572-25075;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Crotone-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/crotone-sassuolo/I9bssKaK/;;;3.10;3.30;2.35;Crotone;Sassuolo
1572701184-22601;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Atalanta-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/atalanta-udinese/8G25iygp/;;;1.75;3.75;5.00;Atalanta;Udinese
1572701302-23332;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Udinese-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/udinese-as-roma/IgfbdBML/;;;4.72;3.84;1.85;Udinese;AS Roma
1572701048-21691;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Chievo-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/chievo-juventus/A33YEGYH/;null;null;6.25;3.40;1.58;Chievo;Juventus
1572701170-22495;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Palermo-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/palermo-chievo/GKvx93OH/;;;3.00;3.00;2.63;Palermo;Chievo
1572700720-19520;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Pescara-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/pescara-inter/MeMtOGH8/;;;4.58;3.58;1.92;Pescara;Inter
1572700717-19496;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Juventus-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/juventus-sassuolo/U1c3Acm9/;;;1.33;4.50;11.00;Juventus;Sassuolo
1572700865-20493;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Bologna-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/bologna-genoa/nViIhdct/;;;2.51;3.10;3.00;Bologna;Genoa
1572701693-25848;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Juventus-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/juventus-chievo/86BC9kXI/;;;1.19;6.25;15.00;Juventus;Chievo
1572701733-26112;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sassuolo-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sassuolo-sampdoria/dnYMAJfb/;;;2.30;3.30;2.90;Sassuolo;Sampdoria
1572701765-26322;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Fiorentina-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/fiorentina-inter/EmvMJEwT/;;;2.62;3.65;2.54;Fiorentina;Inter
1572701836-26766;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Napoli-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/napoli-cagliari/d8PLJZfQ/;;;1.12;10.00;21.00;Napoli;Cagliari
1572701747-26197;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-ac-milan/OYZECuQo/;;;2.10;3.60;3.70;Inter;AC Milan
1572701383-23852;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sampdoria-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sampdoria-as-roma/Maxu5u5g/;;;4.90;3.75;1.73;Sampdoria;AS Roma
1572701859-26913;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Genoa-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/genoa-inter/QNFiEDIm/;;;3.70;3.70;2.05;Genoa;Inter
1572701002-21372;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Empoli-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/empoli-as-roma/lE2s0gNd/;;;5.50;4.00;1.62;Empoli;AS Roma
1572701430-24146;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Atalanta-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/atalanta-cagliari/lACVremb/;;;1.44;4.30;7.80;Atalanta;Cagliari
1572700903-20761;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Fiorentina-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/fiorentina-atalanta/2uNF1itB/;;;1.67;3.75;5.00;Fiorentina;Atalanta
1572701647-25556;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Bologna-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/bologna-chievo/dxkxSpjo/;;;2.25;3.20;3.60;Bologna;Chievo
1572701814-26634;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Genoa-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/genoa-chievo/v7iA1zZs/;;;1.61;4.00;6.50;Genoa;Chievo
1572701961-27571;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-udinese/hYkrhT0h/;;;1.42;5.20;6.80;Inter;Udinese
1572701697-25867;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Empoli-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/empoli-pescara/8n3DwFT8/;;;1.95;3.75;3.75;Empoli;Pescara
1572701626-25426;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AC Milan-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/ac-milan-genoa/OrsOklrh/;;;1.63;3.80;5.75;AC Milan;Genoa
1572701295-23299;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-chievo/0ClYk9ak/;;;1.44;4.25;7.75;Inter;Chievo
1572701534-24820;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-as-roma/GxjCAGaM/;;;2.45;3.50;3.00;Inter;AS Roma
1572701167-22478;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Torino-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/torino-juventus/2HzY9q9B/;;;4.50;3.50;1.83;Torino;Juventus
1572700913-20823;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sampdoria-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sampdoria-genoa/QLhzetPe/;;;2.90;3.20;2.40;Sampdoria;Genoa
1572700668-19166;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Bologna-Crotone;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/bologna-crotone/hO6j7nQH/;;;1.75;3.40;5.00;Bologna;Crotone
1572701083-21914;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Atalanta-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/atalanta-as-roma/pGU3UeY4/;;;3.75;3.45;2.00;Atalanta;AS Roma
1572700819-20211;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sassuolo-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sassuolo-udinese/zVnPNyb6/;;;2.14;3.20;3.70;Sassuolo;Udinese
1572701929-27378;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Genoa-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/genoa-torino/K43CvAWh/;;;2.00;3.40;3.60;Genoa;Torino
1572700790-20003;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Genoa-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/genoa-napoli/CEYp4VqJ/;null;null;5.02;3.93;1.76;Genoa;Napoli
1572701718-26021;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-torino/292HxZrF/;;;3.00;3.60;2.25;Cagliari;Torino
1572701038-21636;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-Crotone;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-crotone/fRyiXcln/;null;null;1.27;5.90;12.70;Inter;Crotone
1572701019-21500;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-palermo/U9ZKrhhM/;;;1.70;3.80;5.00;Cagliari;Palermo
1572701647-25550;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Bologna-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/bologna-chievo/dxkxSpjo/;;;2.20;3.11;3.39;Bologna;Chievo
1572700879-20602;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Pescara-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/pescara-sampdoria/hUFSbkQT/;;;2.58;3.25;2.83;Pescara;Sampdoria
1572701397-23935;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-bologna/dIUi2wkC/;;;2.30;3.20;3.20;Cagliari;Bologna
1572701142-22309;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Lazio-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/lazio-as-roma/Szr75UHP/;;;2.70;3.35;2.60;Lazio;AS Roma
1572701768-26327;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Atalanta-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/atalanta-bologna/x65E0ZWj/;;;1.34;5.00;9.25;Atalanta;Bologna
1572701828-26734;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Bologna-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/bologna-udinese/OMTeDCGd/;;;2.40;3.10;3.10;Bologna;Udinese
1572700961-21118;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Napoli-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/napoli-empoli/WIqQH3W8/;;;1.25;5.75;10.74;Napoli;Empoli
1572701629-25439;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Udinese-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/udinese-palermo/pK4ikHis/;;;1.54;3.95;6.10;Udinese;Palermo
1572701135-22269;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sampdoria-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sampdoria-torino/lpq36A2J/;;;2.80;3.30;2.45;Sampdoria;Torino
1572701121-22180;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-fiorentina/6RMSk30r/;;;2.05;3.50;3.60;Inter;Fiorentina
1572700689-19300;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Torino-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/torino-bologna/6RWPLouB/;;;1.85;3.35;4.70;Torino;Bologna
1572701793-26498;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AC Milan-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/ac-milan-empoli/WOlHKfOM/;;;1.36;4.80;8.80;AC Milan;Empoli
1572701365-23737;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Lazio-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/lazio-chievo/6mCrP0dP/;;;1.45;4.20;8.00;Lazio;Chievo
1572701587-25154;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Juventus-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/juventus-ac-milan/SrYQYe70/;;;1.38;4.60;8.75;Juventus;AC Milan
1572701288-23262;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Chievo-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/chievo-atalanta/WU9QtutI/;;;3.38;3.14;2.37;Chievo;Atalanta
1572701509-24664;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AS Roma-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/as-roma-torino/CMbCE7ft/;null;null;1.36;5.00;7.50;AS Roma;Torino
1572701594-25214;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sassuolo-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sassuolo-bologna/0dWYWZyD/;;;1.91;3.35;4.40;Sassuolo;Bologna
1572700833-20305;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Fiorentina-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/fiorentina-ac-milan/p0UFpa5J/;;;2.30;3.30;3.30;Fiorentina;AC Milan
1572701131-22244;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sassuolo-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sassuolo-empoli/r7KbepfI/;;;1.83;3.70;4.80;Sassuolo;Empoli
1572701715-26001;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Crotone-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/crotone-inter/GGMMGiMe/;;;7.50;4.70;1.42;Crotone;Inter
1572701804-26579;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Torino-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/torino-sampdoria/pWUiEh1j/;;;1.57;4.42;5.75;Torino;Sampdoria
1572701167-22488;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Torino-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/torino-juventus/2HzY9q9B/;;;4.52;3.47;1.89;Torino;Juventus
1572701100-22030;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Genoa-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/genoa-juventus/jFOvm1p1/;;;5.80;3.50;1.69;Genoa;Juventus
1572701153-22387;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Udinese-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/udinese-bologna/QVPgdQvC/;;;1.95;3.30;4.25;Udinese;Bologna
1572700995-21329;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sampdoria-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sampdoria-inter/zBEayApd/;;;3.65;3.50;1.97;Sampdoria;Inter
1572701086-21956;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AC Milan-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/ac-milan-inter/GtQaVyJb/;;;2.90;3.15;2.65;AC Milan;Inter
1572701965-27595;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Fiorentina-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/fiorentina-pescara/l0qij7V4/;;;1.27;7.20;10.00;Fiorentina;Pescara
1572700750-19718;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Lazio-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/lazio-pescara/d64iw2u3/;;;1.50;4.50;7.50;Lazio;Pescara
1572700784-19950;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Pescara-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/pescara-torino/bBUt5BUC/;null;null;3.10;3.30;2.28;Pescara;Torino
1572701961-27576;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-udinese/hYkrhT0h/;;;1.35;4.90;7.00;Inter;Udinese
1572701131-22242;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sassuolo-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sassuolo-empoli/r7KbepfI/;;;1.75;3.50;5.00;Sassuolo;Empoli
